Bond name	ISIN	Nominal	Income	Last price	Duration	Best ask	Best bid	Coupon	Coupon's duration	Date of coupon	ACI	Repayment	Days to repayment	Volume	Type
ИА ИНТЕХ А	RU000A0JVAQ7	136,45	10,57	0	0	99,9	0	3,1	92	04.02.2019	1,51	04.05.2045	9633	0	корп.обл.
ИА ИТБ 1 А	RU000A0JTD45	66,85										03.08.2045	9724		
ИА ИТБ 13А	RU000A0JU9Q1	139,82										03.08.2046	10089		
ИА ИТБ 14А	RU000A0JV1U9	214,94	0	0	0	0	0	4,88	92	03.02.2019	2,44	31.03.2047	10329	0	корп.обл.
ИА ИТБ 14Б	RU000A0JV1V7	214,94	0	0	0	0	0	1,63	92	03.02.2019	0,81	31.03.2047	10329	0	корп.обл.
ИА КМ 01	RU000A0JVTQ7	926,03	0	0	0	0	0	0,85	92	25.01.2019	0,51	30.06.2022	1289	0	корп.обл.
ИА Кама 01	RU000A0JUE66	1000										31.12.2043	9143		
ИА МТСБ А	RU000A0JUQ54	115,17	5,25	0	0	100,25	100,75	3,05	92	26.02.2019	0,76	26.11.2041	8378	0	корп.обл.
ИА НОМОС А	RU000A0JTG91	120,02										07.11.2045	9820		
ИА ПСБ2013	RU000A0JTZN5	87,63										09.02.2040	7722		
ИА ПСПб А	RU000A0JUCX1	274,61	-2,27	0	0	99	100	5,88	92	15.01.2019	4,16	15.07.2041	8244	0	корп.обл.
ИА СБ-14 А	RU000A0JV2K8	294,8	0	0	0	0	0	6,61	91	28.12.2018	5,96	28.12.2046	10236	0	корп.обл.
ИА СБ-14 Б	RU000A0JV2L6	294,8	0	0	0	0	0	2,2	91	28.12.2018	1,99	28.12.2046	10236	0	корп.обл.
ИА ТКБ-1 А	RU000A0JUDD1	236,3										14.10.2045	9796		
ИА ТКБ-2 А	RU000A0JWC25	351,86	-18,23	0	0	101	0	9,76	92	14.02.2019	3,71	14.02.2047	10284	0	корп.обл.
ИА ТФБ1 А	RU000A0JV508	304,76	-87,86	0	0	101,65	102,15	8,36	91	26.12.2018	7,72	26.03.2047	10324	0	корп.обл.
ИА ХМБ-1 А	RU000A0JU0Y4	264,13										25.08.2045	9746		
ИА ХМБ-2 А	RU000A0JV169	384,43	0	0	0	0	0	8,72	92	27.02.2019	2,09	01.07.2047	10421	0	корп.обл.
ИА ХМБ-2 Б	RU000A0JV185	384,43	0	0	0	0	0	2,91	92	27.02.2019	0,7	01.07.2047	10421	0	корп.обл.
ИААбсолют1	RU000A0JTSV3	91,12										12.11.2040	7999		
ИААбсолют2	RU000A0JUCP7	132,92										12.08.2041	8272		
ИААбсолют3	RU000A0JV2C5	151,32	438,35	0	82	70	98	3,77	90	11.03.2019	0,33	11.09.2042	8667	0	корп.обл.
ИААбсолют4	RU000A0JWU80	279,59	8,04	0	82	100,7	101	6,79	90	11.03.2019	0,6	11.12.2043	9123	0	корп.обл.
ИАВ 3 А	RU000A0JUJE6	150,3	3,85	0	0	100	100,1	1,11	30	26.12.2018	0,85	26.10.2046	10173	0	корп.обл.
ИАВ 4 А	RU000A0JVFN3	230,68	23614,75	0	0	100	0	1,71	30	27.12.2018	1,25	27.01.2048	10631	0	корп.обл.
ИАВТБ-БМ1А	RU000A0JUF81	357,18										02.03.2046	9935		
ИАВТБ-БМ2А	RU000A0JWBA7	312,21	0	0	0	0	0	7,12	90	02.03.2019	1,35	02.03.2051	11761	0	корп.обл.
ИАВТБ2013А	RU000A0JUEJ6	422,79										04.09.2053	12678		
ИАВТБ2014А	RU000A0JV409	291,42	9,3	0	0	0	0	6,47	90	07.03.2019	0,86	07.09.2057	14142	0	корп.обл.
ИАВТБ24-1А	RU000A0JTFT4	335,18										28.02.2042	8472		
ИАВТБ24-2А	RU000A0JUC27	412,97										03.03.2060	15050		
ИАМКБ2014А	RU000A0JUNU4	96,18										07.06.2039	7475		
ИАМетинв1А	RU000A0JWLE8	421,13										28.08.2046	10114		
ИАМлтор1А3	RU000A0JVTM6	252,85	-57,17	0	0	100,8	101,05	6,78	91	24.12.2018	6,4	24.12.2047	10597	0	корп.обл.
ИАМлтор1А4	RU000A0JWF30	481,16	-6,77	0	0	102,4	0	13,34	92	17.02.2019	4,64	17.11.2045	9830	0	корп.обл.
ИАМлторг1А	RU000A0JVB35	415,8	9,64	0	0	98,8	0	9,17	92	20.02.2019	2,89	20.08.2047	10471	0	корп.обл.
ИАМлторг2А	RU000A0JWAT9	290,88	3,93	0	0	101,1	101,45	7,39	90	15.03.2019	0,33	15.12.2043	9127	0	корп.обл.
ИАМосков 1	RU000A0JUSS7	1000										17.09.2028	3560		
ИАНадежД1А	RU000A0JVU81	230,05	7,47	0	0	99,8	0	5,11	90	15.03.2019	0,23	15.03.2046	9948	0	корп.обл.
ИАОткрыт1А	RU000A0JU5B1	204,61										25.02.2045	9565		
ИАПетрок1А	RU000A0JUHY8	72,18	8,82	0	0	99,95	100	1,56	90	09.03.2019	0,17	09.12.2046	10217	0	корп.обл.
ИАПульс-1А	RU000A0JVJY2	265,42	8693,46	0	0	100	0	1,96	30	25.12.2018	1,57	25.04.2045	9624	0	корп.обл.
ИАПульс-2А	RU000A0JVHJ7	232,01	-30,54	0	0	100,1	0	1,82	31	03.01.2019	0,94	03.01.2038	6955	0	корп.обл.
ИАРайф01-А	RU000A0JTZ98	7,92	1024000	0	0	62	0	0,16	91	20.12.2018	0,15	20.06.2040	7854	0	корп.обл.
ИАСОЮЗ-1А	RU000A0JV664	250,56	-62,69	0	0	100,75	0	6,87	91	28.12.2018	6,19	28.12.2041	8410	0	корп.обл.
ИАСанр1А	RU000A0JUPU9	146,13	-6,76	0	0	100	100,3	1,11	30	28.12.2018	0,78	28.07.2044	9353	0	корп.обл.
ИАСанр2А	RU000A0JUPF0	133,42	-11,98	0	0	100	100,45	1,04	30	28.12.2018	0,73	28.02.2046	9933	0	корп.обл.
ИАУралс1 А	RU000A0JSF02	55,17										15.04.2045	9614		
ИАУралс2А1	RU000A0JUX48	400,56										15.07.2047	10435		
ИАУралс2А2	RU000A0JUX55	400,56										15.07.2047	10435		
ИАУрлсб 3А	RU000A0JV2S1	483,57										15.10.2047	10527		
ИАУрлсб 3Б	RU000A0JV2T9	483,57										15.10.2047	10527		
ИАФора14 А	RU000A0JV3S9	280,8	-1,29	0	0	100,2	0	6,72	92	15.01.2019	4,75	15.10.2047	10527	0	корп.обл.
ИАЭклипс1А	RU000A0JVNC0	248,18	5,34	0	0	99,8	99,85	5,35	90	09.03.2019	0,59	09.12.2047	10582	0	корп.обл.
ИАбсолют1Б	RU000A0JTSW1	1000										12.11.2040	7999		
ИАбсолют2Б	RU000A0JUCW3	1000										12.08.2041	8272		
ИАбсолют3Б	RU000A0JV2B7	1000	0	0	0	63	0	0	90	11.03.2019	0	11.09.2042	8667	0	корп.обл.
ИК МБС 01	RU000A0JS9U7	1000										21.06.2017	-546		
ИКС5Фин1P1	RU000A0JWUD1	1000	8,71	0	273	100,31	100,55	47,12	182	28.03.2019	21,49	11.09.2031	4649	0	бирж.обл.
ИКС5ФинБО4	RU000A0JVUX1	1000	-2,42	0	0	63,07	0	59,34	182	16.04.2019	20,87	11.10.2022	1392	0	бирж.обл.
ИКС5ФинБО5	RU000A0JW9G0	1000	7,06	0	908	91,85	105	34,65	182	14.03.2019	18,47	09.03.2023	1541	0	бирж.обл.
ИКС5ФинБО6	RU000A0JWG05	1000	8,39	99,89	134	99,89	99,89	39,64	182	02.05.2019	10,45	27.04.2023	1590	999	бирж.обл.
ИКС5ФинБО7	RU000A0JWPL4	1000	6,25	0	48	100,1	100,25	48,62	182	05.02.2019	35,79	01.08.2023	1686	0	бирж.обл.
ИНВЕКТОР 2	RU000A0JURT7	1000	17,57	0	0	63	0	70	365	30.07.2019	27,23	30.07.2019	223	0	корп.обл.
ИНВПРО 01	RU000A0JU1A2	1000										18.07.2018	-154		
ИНВПРО 02	RU000A0JU559	1000										06.09.2018	-104		
ИНВПРО 03	RU000A0JU7V5	1000										13.10.2020	664		
ИНГБ-БО1	RU000A0JWC74	1000	8,38	0	762	95,4	98,24	17,83	91	01.01.2019	15,28	30.03.2021	832	0	бирж.обл.
ИНГБ-БО5	RU000A0JVFJ1	1000	8,58	0	494	101,8	102	24,18	91	27.02.2019	5,58	27.05.2020	525	0	бирж.обл.
ИРКУТ БО-4	RU000A0JUA45	1000	9,1	0	944	99,95	100,2	44,88	182	13.05.2019	9,12	06.11.2023	1783	0	бирж.обл.
ИФКСОЮЗ2	RU000A0JTHF9	1000										09.12.2027	3277		
ИФКСОЮЗ3	RU000A0JU278	1000										18.07.2028	3499		
ИнДевелБО1	RU000A0JWCW9	1000	15,33	0	0	95	0	74,79	182	11.04.2019	28,36	02.04.2026	2661	0	бирж.обл.
ИнТехЭл Б1	RU000A0JUL18	1000	8,66	0	0	65	0	42,38	182	23.04.2019	13,27	21.04.2020	489	0	бирж.обл.
Инград 01	RU000A0JWB42	1000										18.03.2026	2646		
Инград БО1	RU000A0JWW21	1000										12.10.2021	1028		
ИнтезБ1P1R	RU000A0JWVS7	1000	89,13	0	287	77,01	0	48,62	182	11.04.2019	18,43	10.10.2019	295	0	бирж.обл.
Интеза БО3	RU000A0JVGQ4	1000										10.06.2018	-192		
КАМАЗ 12	RU000A0JVP39	1000	0	0	0	90	0	56,05	182	31.01.2019	42,8	18.07.2030	4229	0	корп.обл.
КАМАЗ БО-4	RU000A0JVZC4	1000	9,21	100,2	333	100,2	100,2	46,12	182	27.05.2019	5,83	23.11.2020	705	1002	бирж.обл.
КАМАЗ БО-5	RU000A0JVHX8	1000	7,38	0	0	98,11	103	36,15	182	14.06.2019	0,99	12.06.2020	541	0	бирж.обл.
КАМАЗ БО13	RU000A0JW126	1000	0	0	0	90	0	51,81	182	20.12.2018	51,52	05.12.2030	4369	0	бирж.обл.
КИТФКапБО3	RU000A0JUNG3	1000										05.06.2017	-562		
КИТФКапБО4	RU000A0JUTQ9	1000										04.09.2019	259		
КИТФКапБО5	RU000A0JUTR7	1000										21.12.2020	733		
КИТФКапБО7	RU000A0JWWR7	1000										13.10.2026	2855		
КИТФКапБО8	RU000A0JWU64	1000										16.09.2026	2828		
КИТФинКап4	RU000A0JTT96	1000										29.03.2017	-630		
КОМИ 11 об	RU000A0JUN81	100	8,11	102,84	329	102,89	102,84	2,77	91	28.02.2019	0,61	27.11.2019	343	1749	суб.РФ
КОМИ 12 об	RU000A0JVKF9	700	8,3	104,98	521	104,98	104,98	40,84	182	04.02.2019	30,29	23.06.2021	917	52175	суб.РФ
Карелия 15	RU000A0JT7L9	100										22.10.2017	-423		
Карелия 16	RU000A0JU1V8	100	5,12	100,25	41	100,25	100,08	1,84	92	29.01.2019	1,02	29.01.2019	41	427549	суб.РФ
Карелия 17	RU000A0JUWJ8	100	8,15	105,31	440	105,79	105,02	3,05	91	19.01.2019	2,01	08.04.2020	476	1472	суб.РФ
КаркадеБ02	RU000A0JWEK0	170	10,1	99,89	78	99,99	99,89	3,92	91	21.01.2019	2,5	22.04.2019	124	6283	бирж.обл.
КемерОбл13	RU000A0JUAZ0	500										28.11.2018	-21		
КонцесВ 01	RU000A0JVZJ9	923,08	10,47	0	0	65	0	96,66	364	30.11.2019	4,78	30.11.2030	4364	0	корп.обл.
КонцесВ 02	RU000A0JWGW0	1000	9,94	0	0	65	0	102,22	364	17.05.2019	60,38	17.03.2031	4471	0	корп.обл.
КонцесВ 03	RU000A0JWVB3	1000	0	0	0	0	0	104,71	364	04.10.2019	21,58	07.04.2031	4492	0	корп.обл.
КостромОб7	RU000A0JU6N4	150										28.09.2018	-82		
КрЕврБ-Б10	RU000A0JVUR3	1000										22.10.2018	-58		
КрЕврБ-Б14	RU000A0JVFF9	1000										05.06.2018	-197		
КрЕврБ-Б15	RU000A0JVRQ1	1000										14.09.2018	-96		
КрЕврБ-Б18	RU000A0JUPB9	1000										26.06.2017	-541		
КрЕврБ-БО7	RU000A0JVA28	1000										22.03.2018	-272		
КрЕврБ-БО8	RU000A0JVBK8	1000										06.04.2018	-257		
КрЕврБ-БО9	RU000A0JVC18	1000										13.04.2018	-250		
КрасЯрКр10	RU000A0JVS10	750	8,19	102,87	223	102,88	102,76	23,75	91	12.03.2019	2,09	10.09.2019	265	33950	суб.РФ
КрасЯрКр11	RU000A0JVWM0	1000	8,61	102,71	295	102,9	102,71	29,17	91	29.01.2019	16,03	29.10.2019	314	11298	суб.РФ
КрасЯрКр12	RU000A0JWXF0	1000	8,38	104,37	1054	104,37	104,37	48,62	182	01.05.2019	13,09	25.10.2023	1771	10437	суб.РФ
КраснЯрКр6	RU000A0JT8G7	200										19.10.2017	-426		
КраснЯрКр7	RU000A0JU5U1	300										19.09.2018	-91		
КраснЯрКр8	RU000A0JUMN1	300										08.07.2018	-164		
КраснЯрКр9	RU000A0JUVM4	600										01.10.2018	-79		
КраснодКр4	RU000A0JTBA3	100										09.11.2017	-405		
КраснодКр5	RU000A0JVZE0	100										27.11.2018	-22		
КубнЭн1P01	RU000A0JVZK7	1000	0	0	0	85,13	0	52,06	182	31.05.2019	5,43	21.11.2025	2529	0	бирж.обл.
КубнЭн1P02	RU000A0JVYK0	1000	0	0	0	0	0	62,98	182	21.05.2019	10,03	11.11.2025	2519	0	бирж.обл.
КузбЭнрФ01	RU000A0JRKN1	1000										14.06.2021	908		
КузбЭнрФ02	RU000A0JRFX0	1000										15.04.2021	848		
ЛОКОБнкБО5	RU000A0JU153	1000										11.07.2023	1665		
ЛОКОБнкБО6	RU000A0JVBY9	1000										27.03.2025	2290		
ЛОКОБнкБО7	RU000A0JVU32	1000										22.09.2025	2469		
ЛСР 03 обл	RU000A0JSZM9	1000										08.09.2017	-467		
ЛСР 04 обл	RU000A0JT8Z7	1000										20.10.2017	-425		
ЛСР БО 1Р1	RU000A0JWU98	1000	9,24	102,9	577	102,9	102,7	26,8	91	26.12.2018	24,74	22.09.2021	1008	2058	бирж.обл.
ЛадьяФ БО2	RU000A0JUYJ4	1000	7,12	0	0	0	0	34,9	182	03.05.2019	9,01	29.10.2021	1045	0	бирж.обл.
ЛенОбл2014	RU000A0JV2J0	300	13,46	0	0	105	0	9,61	91	12.03.2019	0,84	07.12.2021	1084	0	суб.РФ
ЛенССМУ 02	RU000A0JTFX6	120										12.12.2017	-372		
Лента 1 об	RU000A0JTR72	1000	4,45	0	440	91	99	0,5	182	05.03.2019	0,29	03.03.2020	440	0	корп.обл.
Лента 2 об	RU000A0JTR80	1000	-1	0	0	90,1	0	54,85	182	05.03.2019	31,95	03.03.2020	440	0	корп.обл.
Лента 3 об	RU000A0JTQB9	1000	8,59	90,8	433	90,94	89,57	0,5	182	26.02.2019	0,31	25.02.2020	433	163145	корп.обл.
Лента БО-3	RU000A0JVP05	1000	8,47	98	709	98,1	98	36,15	182	31.01.2019	27,61	24.07.2025	2409	9803	бирж.обл.
Лента БО-6	RU000A0JVRN8	1000	5,48	0	0	90,09	0	34,9	182	07.03.2019	19,95	28.08.2025	2444	0	бирж.обл.
ЛенэнерБО5	RU000A0JVLM3	1000	0	0	0	90	0	36,9	182	16.01.2019	31,22	09.07.2025	2394	0	бирж.обл.
ЛизГарант1	RU000A0JV2E1	1000										11.12.2017	-373		
ЛипецкОбл7	RU000A0JS8T1	200										26.05.2017	-572		
ЛипецкОбл8	RU000A0JTVZ8	450	7,83	100	376	100	99,24	8,29	91	18.01.2019	5,56	17.04.2020	485	44726739	суб.РФ
ЛипецкОбл9	RU000A0JUNK5	300	8,07	101,18	165	101,18	101,18	7,85	91	05.03.2019	1,29	04.06.2019	167	1828221	суб.РФ
ЛнССМУБ1P1	RU000A0JWLG3	1000	10,17	102,8	494	103,04	102,11	29,54	91	20.12.2018	29,22	17.06.2021	911	1339488	бирж.обл.
МГор48-об	RU000A0JNYN1	1000	8,25	93,79	1159	93,79	93,6	29,92	182	11.06.2019	1,32	11.06.2022	1270	102223	суб.РФ
МГор49-об	RU000A0JNYP6	1000										14.06.2017	-553		
МГор66-об	RU000A0JQHM1	1000										23.11.2018	-26		
МГор69-об	RU000A0JU5W7	1000	0	0	0	92,01	0	37,4	182	21.05.2019	5,96	18.05.2021	881	0	суб.РФ
МГор70-об	RU000A0JU5X5	1000	0	0	0	92,02	0	36,15	182	04.06.2019	2,98	04.06.2019	167	0	суб.РФ
МДС кл.А1	RU000A0JVF98	1000	0	0	0	0	0	13,86	92	31.12.2018	12,05	10.05.2030	4160	0	корп.обл.
МДС кл.А2	RU000A0JVLA8	1000	-81,81	0	0	66,01	102	12,6	92	31.12.2018	10,96	19.06.2030	4200	0	корп.обл.
МЕТАЛИНБ01	RU000A0JVWN8	1000	9,28	0	0	86,32	0	59,09	182	30.04.2019	16,23	21.10.2025	2498	0	бирж.обл.
МЕТАЛИНБ02	RU000A0JWBF6	1000	8,74	0	738	103,9	104,5	54,6	182	26.03.2019	25,5	17.03.2026	2645	0	бирж.обл.
МЕТАЛИНБ07	RU000A0JW5H6	1000	8,48	0	0	102	0	59,34	182	21.02.2019	38,47	12.02.2026	2612	0	бирж.обл.
МЕТАЛИНБ08	RU000A0JWBE9	1000	8,65	0	738	103,9	104,5	54,6	182	26.03.2019	25,5	17.03.2026	2645	0	бирж.обл.
МЕТАЛИНВ 1	RU000A0JS5B5	1000	0,01	0	0	62,01	0	0,05	182	11.03.2019	0,03	07.03.2022	1174	0	корп.обл.
МЕТАЛИНВ 2	RU000A0JTLJ3	1000	9,42	0	1271	94,33	96	38,15	182	01.02.2019	28,92	27.01.2023	1500	0	корп.обл.
МЕТАЛИНВ 3	RU000A0JTLL9	1000	9,09	0	1272	94,33	95,8	38,15	182	01.02.2019	28,92	27.01.2023	1500	0	корп.обл.
МЕТАЛИНВ 5	RU000A0JS5A7	1000	10,77	0	0	60,26	99,99	0,05	182	11.03.2019	0,03	07.03.2022	1174	0	корп.обл.
МЕТАЛИНВ 6	RU000A0JS5L4	1000	8,3	0	0	78,89	100	0,05	182	14.03.2019	0,03	10.03.2022	1177	0	корп.обл.
МИА БО-02	RU000A0JVA77	1000	67,73	0	0	60	100,11	41,14	182	15.03.2019	21,7	07.03.2025	2270	0	бирж.обл.
МИА БО-03	RU000A0JUNB4	1000										06.06.2017	-561		
МИК БО-01	RU000A0JV946	1000										19.02.2020	427		
МИндБ 01	RU000A0JVFE2	1000	15,08	101,52	632	103,89	101,52	77,29	182	28.05.2019	9,34	24.11.2020	706	61100	корп.обл.
МКБ 11обл	RU000A0JTF50	1000										05.06.2018	-197		
МКБ 12 обл	RU000A0JTPD7	1000										22.08.2018	-119		
МКБ БО-06	RU000A0JU880	1000										24.10.2018	-56		
МКБ БО-07	RU000A0JU8W1	1000										30.10.2018	-50		
МКБ БО-09	RU000A0JU898	1000	9,72	100,85	436	100,85	100,85	50,83	181	25.03.2019	23,87	25.03.2020	462	111366	бирж.обл.
МКБ БО-10	RU000A0JUQQ5	1000	8,66	100	196	100,15	99,94	42,85	184	10.01.2019	37,73	10.07.2019	203	17000	бирж.обл.
МКБ БО-11	RU000A0JUQR3	1000	9,34	100	195	100	99,5	46,13	184	10.01.2019	40,61	10.07.2019	203	481071	бирж.обл.
РГ Лиз 01	RU000A0JWWX5	1000	9,54	100,37	127	100,37	100,37	52,36	182	25.04.2019	15,82	21.10.2021	1037	474610	корп.обл.
МОСТРЕСТ 7	RU000A0JWN63	1000	9,41	101,24	199	101,04	101,04	57,34	182	15.01.2019	48,84	07.07.2026	2757	20248	корп.обл.
МОСТРЕСТ 8	RU000A0JWN89	1000	9,53	104,17	828	104,17	104,17	55,6	182	06.02.2019	40,63	29.07.2026	2779	4167	корп.обл.
МОЭСК БО-4	RU000A0JUUU9	1000	8,49	0	596	99,15	100,12	41,39	182	21.03.2019	20,47	12.09.2024	2094	0	бирж.обл.
МОЭСК БО-5	RU000A0JWJX2	1000	0	0	0	90	0	49,86	182	04.06.2019	4,11	26.05.2026	2715	0	бирж.обл.
МОЭСК БО-6	RU000A0JWNK1	1000	8,38	0	534	101,2	102,26	48,12	182	24.01.2019	38,6	16.07.2026	2766	0	бирж.обл.
МОЭСК БО-8	RU000A0JWEZ8	1000	6,1	0	127	99,56	0	51,36	182	25.04.2019	15,52	16.04.2026	2675	0	бирж.обл.
МРСК СЗ Б1	RU000A0JVGC4	1000										23.05.2025	2347		
МРСКУр Б02	RU000A0JVYM6	1000	0	0	0	90	0	57,74	182	21.05.2019	9,2	11.11.2025	2519	0	бирж.обл.
МРСКУр Б05	RU000A0JWR51	1000	0	0	0	90	0	46,47	182	22.02.2019	29,88	14.08.2026	2795	0	бирж.обл.
МРСКЦенБО2	RU000A0JVGD2	1000										23.05.2025	2347		
МРСКЦенБО3	RU000A0JVYH6	1000										11.11.2025	2519		
МРСКЦенБО4	RU000A0JVYL8	1000	0	0	0	90	0	57,74	182	21.05.2019	9,2	11.11.2025	2519	0	бирж.обл.
МРСКЦенБО5	RU000A0JWR44	1000	0	0	0	90	0	46,47	182	22.02.2019	29,88	14.08.2026	2795	0	бирж.обл.
МРСКЮг БО1	RU000A0JVJF1	1000										08.06.2020	537		
МСП Банк 1	RU000A0JS5R1	1000	7,64	0	0	86,32	110,18	34,9	182	21.03.2019	17,26	17.03.2022	1184	0	корп.обл.
МСП Банк 2	RU000A0JS603	1000	7,9	0	0	86,32	0	37,4	182	14.02.2019	25,68	11.08.2022	1331	0	корп.обл.
МТС 03	RU000A0JPTJ4	1000										12.06.2018	-190		
МТС 07	RU000A0JR4H6	1000										07.11.2017	-407		
МТС 08	RU000A0JR4J2	1000	8,75	98,85	644	98	96,85	39,39	182	07.05.2019	9,31	03.11.2020	685	39140	корп.обл.
МТС БО-01	RU000A0JTTA5	1000	8,63	0	444	97,47	0	34,16	182	27.03.2019	15,76	22.03.2023	1554	0	бирж.обл.
МТС БО-02	RU000A0JWRV9	1000	10,5	0	247	98,55	99,4	39,14	182	01.03.2019	23,66	15.08.2031	4622	0	бирж.обл.
Магнит1P01	RU000A0JVXM8	1000										10.05.2017	-588		
Магнит1P02	RU000A0JW662	1000										26.02.2018	-296		
Магнит1P03	RU000A0JWCF4	1000										10.04.2018	-253		
Магнит1P04	RU000A0JWML1	1000										28.12.2017	-356		
МагнитБО11	RU000A0JVUZ6	1000										18.04.2017	-610		
МарЭл2014	RU000A0JUMW2	100										07.07.2018	-165		
МгдОбл2014	RU000A0JV3Z4	400	3,95	100,15	5	100,32	100,12	14,96	91	24.12.2018	14,14	24.12.2018	5	889037	суб.РФ
МегафнБ1P2	RU000A0JWKA8	1000	7,32	0	0	90,01	0	24,68	91	08.03.2019	3,25	29.05.2026	2718	0	бирж.обл.
МегафонБ1P	RU000A0JWGG3	1000	7,78	0	141	100,85	103,74	49,61	182	09.05.2019	11,18	09.05.2019	141	0	бирж.обл.
МегафонБО5	RU000A0JVVB5	1000										10.10.2025	2487		
МегафонФ05	RU000A0JT4G6	1000										29.09.2022	1380		
МегафонФ06	RU000A0JTR98	1000										01.03.2023	1533		
МегафонФ07	RU000A0JTRA9	1000										01.03.2023	1533		
МежИнБанк1	RU000A0JUG56	1000	0,02	0	0	65	0	0,05	182	23.04.2019	0,02	16.04.2024	1945	0	МФО обл.
МежИнБанк2	RU000A0JUG72	1000	8,1	0	0	75	111,6	47,37	182	24.04.2019	14,58	16.04.2025	2310	0	МФО обл.
МежИнБанк3	RU000A0JUG80	1000	0,12	0	0	70	0	0,05	182	28.05.2019	0,01	19.11.2024	2162	0	МФО обл.
МежИнБанк4	RU000A0JUG98	1000	8,37	0	0	95,26	100,09	40,64	182	16.05.2019	7,59	06.11.2025	2514	0	МФО обл.
МежФинКор1	RU000A0JSLP2	10000000										26.11.2017	-388		
МежФинКор2	RU000A0JSLQ0	10000000										26.11.2017	-388		
МежФинКор3	RU000A0JSLR8	10000000										26.11.2017	-388		
Меркурий-1	RU000A0JTD37	1000	477,21	0	0	0	0	0	0		0	28.11.2019	344	0	корп.обл.
МетИнвБ Б2	RU000A0JVF56	1000	10,29	0	330	97,5	99,86	37,4	182	23.05.2019	5,55	21.05.2020	519	0	бирж.обл.
МетЭнМонт1	RU000A0JVE40	1000	9,91	0	0	65	0	49,86	182	09.05.2019	11,23	07.05.2020	505	0	корп.обл.
Мечел  4об	RU000A0JQ8V9	550	0	0	0	95,04	100,99	14,4	91	17.01.2019	9,81	15.07.2021	939	0	корп.обл.
Мечел 13об	RU000A0JR0K8	550	10,4	100,35	69	100,35	100,19	33,6	182	26.02.2019	20,86	25.02.2020	433	153321	корп.обл.
Мечел 14об	RU000A0JR0J0	550	11,25	100,2	69	100,22	100,1	33,6	182	26.02.2019	20,86	25.02.2020	433	1058086	корп.обл.
Мечел 15об	RU000A0JR8L9	1000	9,24	0	0	90	0	39,89	182	12.02.2019	27,84	09.02.2021	783	0	корп.обл.
Мечел 16об	RU000A0JR8P0	1000	11,59	93,9	713	95	93,37	39,89	182	12.02.2019	27,84	09.02.2021	783	223506	корп.обл.
Мечел 17об	RU000A0JRJS2	500	0	95,4	452	97,59	95,15	25,17	182	30.05.2019	2,91	27.05.2021	890	694482	корп.обл.
Мечел 18об	RU000A0JRJT0	500	0	95,1	451	95,47	95	25,17	182	30.05.2019	2,91	27.05.2021	890	845548	корп.обл.
Мечел 19об	RU000A0JRJY0	500	0	95,4	457	95,51	95,12	25,17	182	04.06.2019	2,18	01.06.2021	895	87333	корп.обл.
МиратФБО-6	RU000A0JWF22	1000	7,4	101,59	128	101,59	100,62	59,84	182	26.04.2019	17,75	23.04.2021	856	36474	бирж.обл.
МиратФБО-7	RU000A0JWRH8	1000	0	0	0	90	0	54,85	182	26.02.2019	34,05	24.08.2021	979	0	бирж.обл.
Мордовия01	RU000A0JU8Q3	300										22.10.2018	-58		
Мордовия02	RU000A0JVV49	600	9,69	104,85	400	106,33	102,6	20,57	91	16.01.2019	14,24	14.10.2020	665	1000065	суб.РФ
Мордовия03	RU000A0JWSQ7	1000	10,23	102,96	595	104,61	99,72	29,17	91	08.03.2019	3,85	03.09.2021	989	69513435	суб.РФ
МрскСКБ1Р1	RU000A0JWF06	1000										22.04.2021	855		
НДК  01 об	RU000A0JVMU4	1000										19.07.2018	-153		
НДК БО-01	RU000A0JWE64	1000										15.04.2021	848		
НЛМК БО-08	RU000A0JVWC1	1000										16.10.2025	2493		
НЛМК БО-13	RU000A0JU7E1	1000										02.10.2023	1748		
НефГазХол3	RU000A0JQYU9	1000	0,03	0	0	75	0	0,05	182	22.01.2019	0,04	21.07.2020	580	0	корп.обл.
НефГазХол4	RU000A0JRJV6	1000	49,08	86,95	167	87	85,15	48,62	182	04.06.2019	4,01	01.06.2021	895	14536	корп.обл.
НефГазХол6	RU000A0JRK22	1000	41,52	0	170	85,78	88,78	48,62	182	07.06.2019	3,21	04.06.2021	898	0	корп.обл.
НПФ 01	RU000A0JQ5C5	1000	0	0	0	0	0	1000,55	7304	06.05.2029	481,23	06.05.2029	3791	0	корп.обл.
НаукСвяз01	RU000A0JTX74	1000										10.05.2018	-223		
НацКап Б06	RU000A0JUKS4	1000	9,39	0	0	63	0	46,12	182	22.04.2019	14,7	22.04.2019	124	0	бирж.обл.
НацКап Б07	RU000A0JUKT2	1000	9,39	0	0	65	0	46,12	182	22.04.2019	14,7	22.04.2019	124	0	бирж.обл.
НацКап Б08	RU000A0JVS93	1000	10,02	0	0	63	0	49,36	182	19.03.2019	24,95	15.09.2020	636	0	бирж.обл.
НацКап-03	RU000A0JU1W6	1000										25.07.2018	-147		
НацСтдБО-1	RU000A0JVH05	1000	8,67	0	0	100	0	42,38	182	11.06.2019	1,86	11.06.2020	540	0	бирж.обл.
НацСтдБО-2	RU000A0JU0U2	1000	7,76	100,1	30	100,1	100,1	45,37	184	18.01.2019	37,97	18.07.2023	1672	1001	бирж.обл.
НефтАль 01	RU000A0JS6Z2	1000										27.04.2022	1225		
