Bond name	ISIN	Nominal	Income	Last price	Duration	Best ask	Best bid	Coupon	Coupon's duration	Date of coupon	ACI	Repayment	Days to repayment	Volume	Type
Мегафон1P4	RU000A0ZYTM6	1000	8,72	97,4	727	98,82	97,4	35,9	182	18.02.2019	23,87	15.02.2021	789	4878890	бирж.обл.
ГарСтрой01	RU000A0ZYJ26	1000	10,59	99,85	167	99,85	99,85	49,86	182	04.06.2019	4,11	29.11.2022	1441	9985	корп.обл.
РусфинБ1P2	RU000A0JXLE6	1000	8,86	101	435	101	101	47,88	183	23.03.2019	23,29	23.03.2020	460	148470	бирж.обл.
ОФЗ 26221	RU000A0JXFM1	1000	8,84	92,25	3110	93,719	91,192	38,39	182	10.04.2019	14,98	23.03.2033	5208	123034994	РФ
СМП 03	RU000A0JXJP6	1000	0	0	0	90	0	41,14	182	21.12.2018	40,68	19.12.2018	0	0	корп.обл.
СМП 02	RU000A0JXJM3	1000	0	0	0	90	0	41,14	182	22.12.2018	40,46	19.12.2018	0	0	корп.обл.
Совком C01	RU000A0JXKQ2	1000	14,89	0	0	100	0	72,3	182	08.03.2019	40,92	01.09.2023	1717	0	корп.обл.
ТрансФ1P02	RU000A0JXK99	1000	10,47	0	75	98,7	99,99	49,12	182	04.03.2019	28,88	22.02.2027	2987	0	бирж.обл.
ПИК БО-П01	RU000A0JXK40	1000	9,57	104	404	104,03	103	64,82	182	01.03.2019	39,18	25.02.2022	1164	6070487	бирж.обл.
МОЭСК БО-9	RU000A0JXJS0	1000	8,63	0	409	101	101,2	45,62	182	25.02.2019	28,58	15.02.2027	2980	0	бирж.обл.
РЖД БО-11	RU000A0JXJK7	1000	8,35	0	0	90	0	43,13	182	20.02.2019	28,2	04.02.2032	4795	0	бирж.обл.
ГИДРОМАШБ1	RU000A0JXJE0	1000	9,51	101,55	399	101,88	101,55	53,6	182	19.02.2019	35,34	09.02.2027	2974	3149164	бирж.обл.
ГПБ БО-23	RU000A0JXHQ8	1000	7,02	102,69	404	102,69	102	47,13	184	20.02.2019	31	20.02.2020	428	70849	бирж.обл.
ЧТПЗ 1P2	RU000A0JXHE4	1000	9,62	101,19	985	101,2	101,19	49,12	182	14.02.2019	33,73	10.02.2022	1149	59702	бирж.обл.
ГазпромКБ6	RU000A0JXFY6	1000	7,76	0	0	96,79	0	44,38	182	13.02.2019	30,72	03.02.2027	2968	0	бирж.обл.
ГазпромКБ5	RU000A0JXFS8	1000	9,1	99,99	1501	100	99,3	44,38	182	13.02.2019	30,72	03.02.2027	2968	17654192	бирж.обл.
СоллФин 01	RU000A0JXFC2	850	9,75	101,9	247	101,92	101,85	25,96	91	12.02.2019	10,27	11.02.2020	419	1931658	корп.обл.
МТС 001P-1	RU000A0JXEV5	1000	8,48	101,85	991	101,85	101	44,88	182	08.02.2019	32,3	04.02.2022	1143	55848	бирж.обл.
ГТЛК 1P-03	RU000A0JXE06	1000	9,91	105,75	1450	105,81	105,4	27,42	91	07.02.2019	12,36	22.01.2032	4782	4738172	бирж.обл.
ТранФинМ29	RU000A0JWX79	1000	0	0	0	70	0	59,84	182	30.04.2019	16,44	01.11.2019	317	0	корп.обл.
ТрансмшПБ1	RU000A0JXD07	1000	8,89	101,3	387	101,3	101,21	49,61	182	05.02.2019	36,53	04.02.2020	412	30883642	бирж.обл.
ПропфнБ-П1	RU000A0JXC40	1000	0	0	0	0	103,5	0	182	01.02.2019	0	23.01.2026	2592	0	бирж.обл.
ТрнфБО1P5	RU000A0JXC24	1000	9,1	101,4	1480	101,55	101,4	46,12	182	01.02.2019	34,97	26.01.2024	1864	6086	бирж.обл.
АльфаБО-18	RU000A0JX5W4	1000	8,53	101,1	373	101,61	101,1	47,12	182	21.01.2019	38,58	05.01.2032	4765	16180	бирж.обл.
ЧТПЗ 1P1	RU000A0JX439	1000	9,09	0	650	103	103,35	53,6	182	27.12.2018	51,25	24.12.2020	736	0	бирж.обл.
Роснфт1P3	RU000A0JX413	1000	0	0	0	90	0	47,37	182	27.12.2018	45,29	17.12.2026	2920	0	бирж.обл.
ХКФинБ1P1	RU000A0JX3X7	1000	9,16	100,99	347	101	100,99	49,86	182	27.12.2018	47,67	26.12.2019	372	54535	бирж.обл.
ДОМРФИА 1P	RU000A0JX3M0	536,41	0	0	0	110,1	110,25	0	91	28.12.2018	0	28.12.2039	7679	0	корп.обл.
КОМКОРПБ1	RU000A0JX3H0	1000	13,1	100,05	348	100,05	100	62,88	180	16.06.2019	0,35	13.12.2019	359	900510130	бирж.обл.
РЭДВАНС Б3	RU000A0JX397	1000										17.12.2021	1094		
РЭДВАНС Б2	RU000A0JX389	1000										17.12.2021	1094		
РЭДВАНС Б1	RU000A0JX363	1000										17.12.2021	1094		
Роснфт1P2	RU000A0JX355	1000	8,8	102	937	102	102	46,82	182	21.12.2018	46,31	11.12.2026	2914	4080	бирж.обл.
ПочтаРБ1P1	RU000A0JX2V3	1000	0	0	0	90	0	25	180	11.06.2019	0,83	17.11.2023	1794	0	бирж.обл.
КалинОбл16	RU000A0JX2S9	1000	8,8	104,85	878	105,8	103,69	26,18	91	21.12.2018	25,6	17.12.2021	1094	696485	суб.РФ
ДОМ.РФ Б-5	RU000A0JX2R1	1000	8,14	0	346	100,41	102,6	23,31	91	21.12.2018	22,8	22.12.2049	11326	0	бирж.обл.
БашнфБ1P2R	RU000A0JX2X9	1000	9,09	0	0	90	0	47,37	182	20.12.2018	47,11	14.12.2023	1821	0	бирж.обл.
БашнфтБО10	RU000A0JX2Q3	1000	0	0	0	90	0	47,37	182	20.12.2018	47,11	10.12.2026	2913	0	бирж.обл.
БашнфБ1P1R	RU000A0JX2P5	1000	0	0	0	90	0	47,37	182	20.12.2018	47,11	12.12.2024	2185	0	бирж.обл.
РСЭКСМБ1Р1	RU000A0JX2M2	1000	-26,66	0	0	100	101,5	23,93	182	20.12.2018	1588,54	10.12.2026	2913	0	бирж.обл.
КРАУС Б1P1	RU000A0JX2L4	1000	0	0	0	0	0	49,86	182	20.12.2018	49,59	10.12.2026	2913	0	бирж.обл.
ХМАО 10	RU000A0JX215	1000	8,75	0	999	101,59	102,54	22,81	91	24.12.2018	21,56	18.12.2023	1825	0	суб.РФ
СберБ БО1Р	RU000A0JX1K8	1000										16.06.2017	-551		
АтомэнпБО2	RU000A0JX1V5	1000										03.12.2026	2906		
ИАБСПБ2016	RU000A0JX1T9	444,74	-78,08	0	0	101,1	101,5	10,87	91	28.12.2018	9,79	28.06.2043	8957	0	корп.обл.
КАМАЗ БО14	RU000A0JX1C5	1000	0	0	0	90	0	49,46	182	10.06.2019	2,45	24.11.2031	4723	0	корп.обл.
СилМашБО-6	RU000A0JX1A9	1000	12,04	98,7	346	99	98,69	51,11	182	10.06.2019	2,53	30.11.2026	2903	97967	бирж.обл.
ГТЛК 1P-02	RU000A0JX199	793,6	9,31	0	0	90	0	17,81	91	11.03.2019	1,76	24.11.2031	4723	0	бирж.обл.
ОФЗ 24019	RU000A0JX0J2	1000	7,82	99,731	295	101,75	99,654	36,65	182	17.04.2019	12,89	16.10.2019	301	36537627	РФ
Роснфт1P1	RU000A0JX132	1000	7,81	0	77	90,01	0	18,95	91	06.03.2019	2,92	25.11.2026	2898	0	бирж.обл.
ТелХолПБО2	RU000A0JX108	1000	0	0	0	0	0	54,1	182	05.06.2019	4,16	01.12.2021	1078	0	бирж.обл.
ЯНАО-2016	RU000A0JX0Z8	600	8,48	102,8	897	103,99	102,8	14,02	91	06.03.2019	2,16	06.12.2023	1813	45713	суб.РФ
СилМашБО-5	RU000A0JX0Y1	1000	12,07	98,69	341	98,7	98,32	51,11	182	05.06.2019	3,93	25.11.2026	2898	202129	бирж.обл.
ТрансФБО44	RU000A0JX0U9	1000	0	0	0	70	0	44,88	182	04.06.2019	3,7	24.11.2026	2897	0	бирж.обл.
ГПБ БО-12	RU000A0JX0P9	1000	8,23	100,2	341	100,2	100,2	41,39	182	02.06.2019	3,87	02.12.2019	348	16032	бирж.обл.
ИА МКБ2-01	RU000A0JX0L8	344,04	5,03	0	0	100,65	101,05	8,61	90	07.03.2019	1,15	07.12.2043	9119	0	корп.обл.
ОФЗ 29012	RU000A0JX0H6	1000	7,74	99,7	1256	100,726	97,735	37,45	182	22.05.2019	5,97	16.11.2022	1428	170641057	РФ
МосОбл2016	RU000A0JX0B9	1000	8,71	103,89	1173	103,9	102,95	24,06	91	26.02.2019	5,82	21.11.2023	1798	563006	суб.РФ
ФСК ЕЭС Б2	RU000A0JX090	1000	0	0	0	70	0	23,31	91	26.02.2019	5,64	17.10.2051	11990	0	бирж.обл.
ПСКап БП1	RU000A0JX017	1000										13.11.2026	2886		
Автодор1P1	RU000A0JX009	1000	8,82	102,8	651	102,8	102,8	51,11	182	24.05.2019	7,3	20.11.2020	702	30840	бирж.обл.
СистемБ1P5	RU000A0JWZY6	1000	10,51	99,75	408	100	95,51	24,68	91	22.02.2019	7,05	13.11.2026	2886	190724	бирж.обл.
КОМИ 13 об	RU000A0JWZM1	1000	0	0	0	98	0	23,68	91	20.02.2019	7,29	16.11.2022	1428	0	суб.РФ
СвердлОб3	RU000A0JWZ77	1000	8,89	0	1184	103,79	105,34	24,43	91	22.02.2019	6,98	15.11.2024	2158	0	суб.РФ
ТомскАдм 6	RU000A0JWZ10	850	10,2	0	0	100	0	20,83	91	08.03.2019	2,75	14.11.2021	1061	0	мун.обл.
ДОК-15 01	RU000A0JWYW3	1000										04.11.2026	2877		
РЖД-42 обл	RU000A0JWLU4	1000	0	0	0	90	0	48,37	182	25.12.2018	46,77	22.05.2046	10016	0	корп.обл.
BCS	XS1210016249	80000										12.04.2017	-616		
BCS 10/19	XS1434175730	80000	0	101,41	0	101,45	101,4	4986,3	182	10.04.2019	1917,81	10.10.2019	295	243416	корп.обл.
BCS 09/18	XS1269959034	80000										10.09.2018	-100		
CBOM 05/25	XS1143363940	100000	0	0	0	100	0	8250	181	26.05.2019	1054,17	26.05.2025	2350	0	корп.обл.
DOMO БО-03	RU000A0JWGX8	1000										08.05.2026	2697		
RUS-17	XS0767469827	200000										04.04.2017	-624		
RUS-18	XS0089375249	1000										24.07.2018	-148		
RUS-18 RUB	XS0564087541	5000000										10.03.2018	-284		
RUS-19	XS0971721377	200000										16.01.2019	28		
RUS-20	XS0504954347	100000										29.04.2020	497		
RUS-22	XS0767472458	200000										04.04.2022	1202		
RUS-23	XS0971721450	200000										16.09.2023	1732		
RUS-26	RU000A0JWHA4	200000										27.05.2026	2716		
RUS-28	XS0088543193	1000										24.06.2028	3475		
RUS-30	XS0114288789	0,445										31.03.2030	4120		
RUS-42	XS0767473852	200000										04.04.2042	8507		
RUS-43	XS0971721963	200000										16.09.2043	9037		
Uranium 01	RU000A0JRTS1	1000	0	0	0	0	0	0	182	29.05.2019	0	24.11.2021	1071	0	корп.обл.
Uranium 02	RU000A0JRTT9	1000	9,52	0	553	100,01	101,55	51,11	182	15.02.2019	34,82	11.08.2023	1696	0	корп.обл.
ГеотекС 1	RU000A0JU807	610	163,66	93,45	28	93,49	93,16	15,97	91	16.01.2019	11,06	16.10.2019	301	1615767	корп.обл.
ПолиплБ01	RU000A0JUK84	1000	12,72	99	111	99,76	99	44,88	182	09.04.2019	17,51	09.04.2019	111	13898	бирж.обл.
iРОСНАНО 1	RU000A0JRJN3	1000										20.12.2017	-364		
iРОСНАНО 2	RU000A0JRJP8	1000										20.12.2017	-364		
iРОСНАНО 3	RU000A0JRJQ6	1000										20.12.2017	-364		
iРОСНАНО 4	RU000A0JS6S7	1000	0	0	112	98,56	99,5	27,92	182	10.04.2019	10,74	10.04.2019	112	0	корп.обл.
iРОСНАНО 5	RU000A0JS6T5	1000	0	0	112	98,55	99,5	27,92	182	10.04.2019	10,74	10.04.2019	112	0	корп.обл.
iУОМЗ БО-1	RU000A0JWK82	1000	9,71	101,6	170	101,6	100,5	65,32	182	07.06.2019	4,31	07.06.2019	170	20214	бирж.обл.
iУОМЗ БО-3	RU000A0JW1T0	1000	102,38	99	6	100	99	71,05	182	25.12.2018	68,71	25.12.2018	6	4950	бирж.обл.
АВТОБАН-Ф1	RU000A0JWM49	1000	11,56	101,35	178	101,35	101,35	69,81	182	27.12.2018	66,74	24.06.2021	918	62077	корп.обл.
АИЖ11-1А1	RU000A0JS1A6	115,64	0	0	0	90	0	2,62	92	15.02.2019	0,97	15.02.2044	9189	0	корп.обл.
АИЖ11-1А2	RU000A0JS1B4	115,64	3,02	0	0	80	0	0,87	92	15.02.2019	0,32	15.02.2044	9189	0	корп.обл.
АИЖ11А1/12	RU000A0JTCV7	198,87	0	0	0	90	0	4,51	92	25.02.2019	1,18	25.05.2045	9654	0	корп.обл.
АИЖ11А1/13	RU000A0JUBT1	279,41	0	0	0	90	0	6,27	91	22.12.2018	6,06	22.06.2046	10047	0	корп.обл.
АИЖ11А2/12	RU000A0JTD52	198,87	3,03	0	0	80	0	1,5	92	25.02.2019	0,39	25.05.2045	9654	0	корп.обл.
АИЖ11А2/13	RU000A0JUC19	279,41	50,76	0	0	80	0	2,09	91	22.12.2018	2,02	22.06.2046	10047	0	корп.обл.
ДОМ.РФ10об	RU000A0JPJE6	250										15.11.2018	-34		
ДОМ.РФ11об	RU000A0JPLU8	300										15.09.2020	636		
АИЖК 13об	RU000A0JQAG8	1000										15.04.2018	-248		
ДОМ.РФ14об	RU000A0JQAL8	1000	-5,29	0	147	106,25	106,54	49,59	181	15.05.2019	9,32	15.05.2023	1608	0	корп.обл.
ДОМ.РФ15об	RU000A0JQAM6	1000	-31,95	0	86	111,5	112,49	48,35	181	15.03.2019	25,38	15.09.2028	3558	0	корп.обл.
ДОМ.РФ16об	RU000A0JQXG0	600	7,73	0	0	99,05	100,9	12,21	90	15.03.2019	0,54	15.09.2021	1001	0	корп.обл.
ДОМ.РФ17об	RU000A0JR5F7	1000	7,92	0	0	99,8	101	22,81	92	15.01.2019	16,12	15.04.2022	1213	0	корп.обл.
ДОМ.РФ18об	RU000A0JRDY3	1000	6,86	0	0	95	102	16,89	92	15.01.2019	11,93	15.07.2023	1669	0	корп.обл.
ДОМ.РФ19об	RU000A0JRF37	600										15.11.2024	2158		
ДОМ.РФ20об	RU000A0JR6S8	1000	7,97	0	0	103	105,95	21,21	90	15.03.2019	0,94	15.12.2027	3283	0	корп.обл.
ДОМ.РФ21об	RU000A0JS488	300	7,9	100,7	232	100,7	100,7	6,65	92	15.02.2019	2,46	15.02.2020	423	151050	корп.обл.
АИЖК 22об	RU000A0JS5S9	700										15.07.2024	2035		
АИЖК 23об	RU000A0JRYW3	1000										15.12.2029	4014		
ДОМ.РФ24об	RU000A0JTDX1	1000	7,97	0	0	90	0	19,53	92	01.02.2019	10,19	01.11.2022	1413	0	корп.обл.
ДОМ.РФ25об	RU000A0JTW83	1000	7,25	0	0	99,7	99,9	16,89	92	01.01.2019	14,5	01.10.2026	2843	0	корп.обл.
ДОМ.РФ26об	RU000A0JTZF1	1000	0,89	0	0	90	0	38,56	92	01.02.2019	20,12	01.11.2029	3970	0	корп.обл.
АИЖК 27об	RU000A0JTYR9	1000										01.11.2032	5066		
АИЖК 28об	RU000A0JUM82	1000										15.01.2029	3680		
АИЖК 29об	RU000A0JUKB0	1000										15.10.2030	4318		
ДОМ.РФ30об	RU000A0JUKX4	1000	8,56	0	663	99,2	99,96	20,47	90	01.03.2019	4,09	01.03.2033	5186	0	корп.обл.
ДОМ.РФ31об	RU000A0JV4R9	1000	8,26	0	0	90	0	35,79	184	01.02.2019	27,23	01.02.2034	5523	0	корп.обл.
ДОМ.РФ 8об	RU000A0JNPK5	150										15.06.2018	-187		
АИЖК 9об	RU000A0JP1V5	200										15.02.2017	-672		
АИЖК БО-02	RU000A0JUMQ4	1000										23.05.2017	-575		
ДОМ.РФ Б-3	RU000A0JVCJ8	1000										18.04.2018	-245		
ДОМ.РФ Б-4	RU000A0JVT50	1000										25.09.2018	-85		
АИЖК-10 А2	RU000A0JQY35	41,02	8,69	0	0	100	100,1	0,93	92	20.02.2019	0,29	20.11.2042	8737	0	корп.обл.
АИЖК-11 А2	RU000A0JRMW8	144,23	2,62	0	0	99,9	0	3,2	90	15.03.2019	0,14	15.09.2043	9036	0	корп.обл.
АИЖК-12 А2	RU000A0JSKJ7	262,03	3,59	0	0	99,8	100,15	5,94	92	22.01.2019	3,75	22.01.2044	9165	0	корп.обл.
АИЖК-13 А1	RU000A0JU3G5	40,81										09.09.2045	9761		
АИЖК-13 А2	RU000A0JU3J9	819,16	8,8	0	80	99,2	99,9	18,18	90	09.03.2019	2,02	09.09.2045	9761	0	корп.обл.
АИЖК14-2А1	RU000A0JV8H1	2,87										13.06.2047	10403		
АИЖК14-2А2	RU000A0JV7G5	349,17	-1,19	0	0	100,6	0	9,04	90	13.03.2019	0,6	13.06.2047	10403	0	корп.обл.
АИЖК14-2А3	RU000A0JV755	1000	-2,02	0	0	102,15	103,2	25,89	90	13.03.2019	1,73	13.06.2047	10403	0	корп.обл.
АИЖК14-3А1	RU000A0JV1C7	343,91	0	0	0	90	0	7,63	90	16.03.2019	0,25	16.06.2047	10406	0	корп.обл.
АИЖК14-3А2	RU000A0JV1B9	343,91	0	0	0	80	0	2,54	90	16.03.2019	0,08	16.06.2047	10406	0	корп.обл.
АИЖК2014А2	RU000A0JUJ61	121,85										11.06.2046	10036		
АИЖК2014А3	RU000A0JUJ87	858,87	17,91	0	0	98,15	100	18	90	11.03.2019	1,6	11.06.2046	10036	0	корп.обл.
АРТУГ БО-1	RU000A0JVN80	1000										14.07.2025	2399		
АбсолБO1P1	RU000A0JW1B8	1000	0	0	0	60	0	60,16	183	25.12.2018	58,19	25.12.2018	6	0	бирж.обл.
АбсолБO1P2	RU000A0JW506	1000	0	0	0	0	0	55,45	184	17.02.2019	37,37	17.02.2019	60	0	бирж.обл.
АбсолютБC1	RU000A0JWF71	1000	15	0	0	100,5	0	72,3	182	26.04.2019	21,45	22.10.2021	1038	0	корп.обл.
АбсолютБО3	RU000A0JTXR1	1000										28.05.2018	-205		
АбсолютБО5	RU000A0JVD41	1000	8,06	0	0	0	0	39,64	182	29.04.2019	11,11	29.04.2020	497	0	бирж.обл.
АванАгро 1	RU000A0JUW56	1000										10.10.2017	-435		
АвнгрдБ1Р1	RU000A0JW7D1	1000	0	0	0	90	0	36,15	182	01.03.2019	21,85	20.02.2026	2620	0	бирж.обл.
Агронова01	RU000A0JW118	1000	-83,16	100,54	1	99,92	100,53	48,62	182	20.12.2018	48,35	17.12.2020	729	8043	корп.обл.
АкБарс-БО4	RU000A0JV417	1000										26.12.2017	-358		
Акрон 04	RU000A0JRHF3	1000	7,39	103,88	492	103,88	103,88	50,86	182	21.05.2019	8,1	18.05.2021	881	10388	корп.обл.
Акрон 05	RU000A0JRHG1	1000	6,92	0	0	101,65	104,5	50,86	182	21.05.2019	8,1	18.05.2021	881	0	корп.обл.
Акрон Б1P1	RU000A0JWV89	1000	8,96	0	604	101,15	101,4	47,62	182	04.04.2019	19,88	24.09.2026	2836	0	бирж.обл.
Акрон БО-2	RU000A0JVYE3	1000										20.11.2018	-29		
Акрон БО-3	RU000A0JVYF0	1000										20.11.2018	-29		
АльфаБО-05	RU000A0JUB02	1000										20.10.2018	-60		
АльфаБО-10	RU000A0JUNM1	1000										11.06.2017	-556		
АльфаБО-11	RU000A0JUQA9	1000										30.06.2017	-537		
АльфаБО-12	RU000A0JWCL2	1000	0	99,2	114	99,21	99,6	33,66	182	12.04.2019	12,58	12.04.2019	114	13889	бирж.обл.
АльфаБО-13	RU000A0JUU90	1000	8,33	0	259	100,02	101,07	46,62	182	14.03.2019	24,85	30.08.2029	3907	0	бирж.обл.
АльфаБО-14	RU000A0JUUA1	1000	9,43	97,7	891	98	97,7	41,14	182	14.03.2019	21,92	30.08.2029	3907	9770	бирж.обл.
АльфаБО-15	RU000A0JV0U1	1000	9,41	96,05	824	96,2	96,05	36,65	182	28.05.2019	4,43	13.11.2029	3982	13447	бирж.обл.
АльфаБО-16	RU000A0JWPV3	1000	7,45	0	0	91,03	0	38,89	182	07.02.2019	28,21	24.07.2031	4600	0	бирж.обл.
АльфаБО-17	RU000A0JWUX9	1000	8,43	0	899	100,97	102,95	47,37	182	02.04.2019	20,3	16.09.2031	4654	0	бирж.обл.
Апт36и6БО3	RU000A0JVEY3	1000										23.05.2018	-210		
АрчерФин01	RU000A0JUJW8	1000	0	0	0	51	90	1042,97	3458	23.03.2027	122,47	23.03.2027	3016	0	корп.обл.
АтомэнпБО1	RU000A0JW159	1000										02.11.2026	2875		
АтомэнпБО6	RU000A0JVLD2	1000										25.06.2025	2380		
АтомэнпБО7	RU000A0JW167	1000	9,06	0	0	90	0	55,35	182	21.12.2018	54,74	12.12.2025	2550	0	бирж.обл.
АтомэнпБО8	RU000A0JW175	1000	9,38	0	0	90	0	55,35	182	21.12.2018	54,74	12.12.2025	2550	0	бирж.обл.
АшинМЗ БО1	RU000A0JUQC5	1000	1187600	82	5	83,62	82	43,63	182	24.12.2018	42,43	17.06.2024	2007	1640	бирж.обл.
БКЕ Б-1P-1	RU000A0JWL32	1000	6,88	0	175	100,5	101,7	51,39	183	21.12.2018	50,83	21.06.2019	184	0	бирж.обл.
БКЗФин 01	RU000A0JV3U5	1000	11,51	0	0	60	85	359,01	2184	15.12.2023	59,51	06.12.2030	4370	0	корп.обл.
БалтЛиз1	RU000A0JUQ13	700	10,09	0	0	0	0	17,1	91	21.12.2018	16,73	19.06.2020	548	0	корп.обл.
БалтЛиз2	RU000A0JUQ21	700										19.06.2020	548		
БалтЛизБО1	RU000A0JV8U4	1000	12,42	0	692	101	102,24	32,29	91	15.02.2019	11,71	12.02.2021	786	0	бирж.обл.
БалтЛизБО2	RU000A0JVRM0	500	10,92	0	253	100	0	13,09	91	07.03.2019	1,87	02.09.2021	988	0	бирж.обл.
БалтЛизБО3	RU000A0JVLH3	875	9,75	0	307	90,01	103,6	29,45	91	03.01.2019	24,6	01.07.2021	925	0	бирж.обл.
БанкСОЮЗ06	RU000A0JU7N2	1000										11.10.2018	-69		
Башкор10об	RU000A0JVVS9	500										24.10.2017	-421		
Башкорт8об	RU000A0JU674	400	8,03	99,9	510	99,9	99,9	7,73	91	21.12.2018	7,56	18.09.2020	639	1199	суб.РФ
Башкорт9об	RU000A0JUWT7	300	3,29	102,5	111	102,77	102,5	8,53	91	10.01.2019	6,47	11.04.2019	113	100574	суб.РФ
Башнефть04	RU000A0JS3U0	1000	8,23	0	51	98,68	99,84	34,9	182	08.02.2019	25,12	04.02.2022	1143	0	корп.обл.
Башнефть06	RU000A0JTM28	1000	8,37	98,25	1279	98,39	94,3	38,39	182	05.02.2019	28,27	31.01.2023	1504	36314	корп.обл.
Башнефть07	RU000A0JTM36	1000	8,54	100,5	389	100,5	100,5	44,13	182	05.02.2019	32,49	31.01.2023	1504	82410	корп.обл.
Башнефть08	RU000A0JTM44	1000	8,49	97,87	1276	97,87	95,12	38,39	182	05.02.2019	28,27	31.01.2023	1504	1930	корп.обл.
Башнефть09	RU000A0JTM51	1000	8,54	100,5	389	99,82	100,5	44,13	182	05.02.2019	32,49	31.01.2023	1504	40200	корп.обл.
БашнфтБО2	RU000A0JWH87	1000	0	0	0	90	0	52,36	182	21.05.2019	8,34	12.05.2026	2701	0	бирж.обл.
БашнфтБО3	RU000A0JVEQ9	1000	0	0	0	90	0	59,84	182	17.05.2019	10,85	09.05.2025	2333	0	бирж.обл.
БашнфтБО4	RU000A0JVFD4	1000	0	0	0	90	0	59,84	182	27.05.2019	7,56	19.05.2025	2343	0	бирж.обл.
БашнфтБО5	RU000A0JUML5	1000	2,29	0	0	90	0	37,9	182	20.05.2019	6,25	13.05.2024	1972	0	бирж.обл.
БашнфтБО6	RU000A0JWGC2	1000	9,41	0	0	90	0	54,35	182	08.05.2019	12,54	29.04.2026	2688	0	бирж.обл.
БашнфтБО7	RU000A0JVHF5	1000	0	0	0	95	0	60,33	182	11.06.2019	2,65	03.06.2025	2358	0	бирж.обл.
БашнфтБО8	RU000A0JWGD0	1000	8,68	0	0	90	0	54,35	182	08.05.2019	12,54	29.04.2026	2688	0	бирж.обл.
БашнфтБО9	RU000A0JWX04	1000	7,37	0	0	90	0	46,37	182	25.04.2019	14,01	15.10.2026	2857	0	бирж.обл.
БелгОб2012	RU000A0JSRL8	100										08.08.2017	-498		
БелгОб2013	RU000A0JU286	500	5,95	102,51	369	102,51	102,5	10,35	91	29.01.2019	5,68	28.07.2020	587	7688	суб.РФ
БелгОб2014	RU000A0JUQB7	250	8,34	101,69	241	102,48	101,39	6,64	91	24.12.2018	6,27	21.06.2021	915	488639	суб.РФ
БелгОб2015	RU000A0JVL33	400	8,22	103,75	289	103,75	103,66	12,62	91	01.01.2019	10,81	30.06.2020	559	49800	суб.РФ
БелгОб2016	RU000A0JWKB6	1000	5,1	0	0	101,02	105	24,46	91	12.03.2019	2,15	08.06.2021	902	0	суб.РФ
БизнКонс 1	RU000A0JV3T7	1000	10,8	0	0	61	85,74	359,01	2184	15.12.2023	59,51	06.12.2030	4370	0	корп.обл.
БизнКонсБ1	RU000A0JVBF8	1000	9,11	0	0	0	0	44,88	182	28.03.2019	20,47	26.03.2020	463	0	бирж.обл.
БинбанкБ02	RU000A0JU0N7	1000	8,12	0	2470	53,09	59	0,05	181	24.03.2019	0,02	24.09.2025	2471	0	бирж.обл.
БинбанкБ03	RU000A0JRZ74	1000	7,59	61,84	2400	61,84	61,84	0,05	184	16.01.2019	0,04	16.07.2025	2401	2474	бирж.обл.
БинбанкБ04	RU000A0JUFP0	1000	9,19	90,5	415	90,5	90,5	0,05	182	08.02.2019	0,04	07.02.2020	415	49775	бирж.обл.
БинбанкБ05	RU000A0JV1D5	1000	10,01	83	714	84,01	80,07	0,05	182	05.06.2019	0	02.12.2020	714	14003	бирж.обл.
БинбанкБ06	RU000A0JV5R6	1000	16	99,4	33	101,39	99,4	43,63	182	21.01.2019	35,72	18.01.2021	761	11957	бирж.обл.
БинбанкБ07	RU000A0JV5U0	1000	8,78	100	33	100	100	43,63	182	21.01.2019	35,72	18.01.2021	761	38000	бирж.обл.
БинбанкБ08	RU000A0JUFQ8	1000	10,62	97,3	100	97,3	97,3	0,5	182	29.03.2019	0,22	26.03.2021	828	26271	бирж.обл.
БинбанкБ09	RU000A0JVBN2	1000	9,79	97,5	100	97,5	97,5	0,5	182	29.03.2019	0,22	26.03.2021	828	9750	бирж.обл.
БинбанкБ10	RU000A0JVFS2	1000	5,36	0	896	80,5	100	0,05	182	05.06.2019	0	02.06.2021	896	0	бирж.обл.
БинбанкБ11	RU000A0JVFX2	1000	4,39	0	896	80	99,75	0,05	182	05.06.2019	0	02.06.2021	896	0	бирж.обл.
БинбанкБ12	RU000A0JVGJ9	1000	10,15	0	896	78,91	81,18	0,05	182	05.06.2019	0	02.06.2021	896	0	бирж.обл.
БинбанкБ13	RU000A0JVGK7	1000	0,84	0	896	80	100	0,05	182	05.06.2019	0	02.06.2021	896	0	бирж.обл.
БинбанкБ14	RU000A0JVBS1	1000	10,22	78,92	889	78,92	78,9	0,05	182	29.05.2019	0,01	26.05.2021	889	3946	бирж.обл.
ВСИА2012 А	RU000A0JUD00	259,61	9,39	0	0	99,5	99,75	5,73	92	11.02.2019	2,36	11.08.2046	10097	0	корп.обл.
ВСИА2012 Б	RU000A0JUD34	1000	0	0	0	0	0	27,73	92	11.02.2019	11,45	11.08.2046	10097	0	корп.обл.
ВТБ БО-26	RU000A0JUQE1	1000	7,69	100	6	100,1	99,96	18,75	91	25.12.2018	17,51	23.06.2020	552	804956	бирж.обл.
ВТБ БО-30	RU000A0JV3Q3	1000	7,9	0	265	99,86	100,1	19,32	91	21.12.2018	18,9	13.12.2024	2186	0	бирж.обл.
